1566300772.0813, 0.0, 0.0, 0.0, 0, 0, 0, 1
1566300772.182321, 0.0005001544486731291, -0.0185356754809618, 0.0, 0, 0, 0, 1
1566300772.283028, -0.01133701391518116, -0.0003059105947613716, 0.0, 0, 0, 0, 1
1566300772.38124, -0.010836859582923353, -0.01884158607572317, 0.0, 0, 0, 0, 1
1566300772.481488, -0.01133701391518116, -0.0003059105947613716, 0.0, 0, 0, 0, 1
1566300772.59066, -0.01133701391518116, -0.0003059105947613716, 0.0, 0, 0, 0, 1
1566300772.685992, -0.01133701391518116, -0.0003059105947613716, 0.0, 0, 0, 0, 1
1566300772.78528, -0.01133701391518116, -0.0003059105947613716, 0.0, 0, 0, 0, 1
1566300772.881916, -0.01133701391518116, -0.0003059105947613716, 0.0, 0, 0, 0, 1
1566300772.991737, -0.01133701391518116, -0.0003059105947613716, 0.0, 0, 0, 0, 1
1566300773.098461, -0.01133701391518116, -0.0003059105947613716, 0.0, 0, 0, 0, 1
1566300773.199369, -0.01133701391518116, -0.0003059105947613716, 0.0, 0, 0, 0, 1
1566300773.300521, 0.0, 0.0, 0.0, 0, 0, 0, 1
1566300773.400884, 0.0, 0.0, 0.0, 0, 0, 0, 1
1566300773.501376, -0.01133701391518116, -0.0003059105947613716, 0.0, 0, 0, 0, 1
1566300773.600782, 0.0, 0.0, 0.0, 0, 0, 0, 1
1566300773.698562, -0.01133701391518116, -0.0003059105947613716, 0.0, 0, 0, 0, 1
1566300773.791201, -0.010836859582923353, -0.01884158607572317, 0.0, 0, 0, 0, 1
1566300773.895478, -0.01133701391518116, -0.0003059105947613716, 0.0, 0, 0, 0, 1
1566300774.000428, -0.010836859582923353, -0.01884158607572317, 0.0, 0, 0, 0, 1
1566300774.097385, -0.0216737175360322, -0.037683174945414066, 0.0, 0, 0, 0, 1
1566300774.196445, -0.010836859582923353, -0.01884158607572317, 0.0, 0, 0, 0, 1
1566300774.28331, -0.022173871868290007, -0.019147496670484543, 0.0, 0, 0, 0, 1
1566300774.399905, -0.010836859582923353, -0.01884158607572317, 0.0, 0, 0, 0, 1
1566300774.49748, -0.010836859582923353, -0.01884158607572317, 0.0, 0, 0, 0, 1
1566300774.597923, -0.010836859582923353, -0.01884158607572317, 0.0, 0, 0, 0, 1
1566300774.689756, -0.010836859582923353, -0.01884158607572317, 0.0, 0, 0, 0, 1
1566300774.794074, 0.0005001544486731291, -0.0185356754809618, 0.0, 0, 0, 0, 1
1566300774.894661, -0.010836859582923353, -0.01884158607572317, 0.0, 0, 0, 0, 1
1566300774.986268, 0.0005001544486731291, -0.0185356754809618, 0.0, 0, 0, 0, 1
1566300775.098982, 0.0005001544486731291, -0.0185356754809618, 0.0, 0, 0, 0, 1
1566300775.195989, 0.0, 0.0, 0.0, 0, 0, 0, 1
1566300775.297673, 0.0005001544486731291, -0.0185356754809618, 0.0, 0, 0, 0, 1
1566300775.397388, 0.0, 0.0, 0.0, 0, 0, 0, 1
1566300775.482149, 0.0, 0.0, 0.0, 0, 0, 0, 1
1566300775.591091, 0.0, 0.0, 0.0, 0, 0, 0, 1
1566300775.68206, 0.011337012285366654, 0.0003059105947613716, 0.0, 0, 0, 0, 1
1566300775.794826, 0.0, 0.0, 0.0, 0, 0, 0, 1
1566300775.89417, 0.0, 0.0, 0.0, 0, 0, 0, 1
1566300775.987804, -0.0005001544486731291, 0.01853567734360695, 0.0, 0, 0, 0, 1
1566300776.09904, 0.011337012285366654, 0.0003059105947613716, 0.0, 0, 0, 0, 1
1566300776.184163, 0.0, 0.0, 0.0, 0, 0, 0, 1
